chid,alt,x1,x2,x3,s1,s2,e1,e2,o1,dist,LC,utility,match,flag
5352,0,14,4,2,s12,s21,e12,e21,o13,6.87,1,-2.570216837,1,ts
5352,1,10,14,2.75,s12,s21,e12,e21,o13,6.87,1,-2.607843188,0,ts
5353,0,28,6,2,s12,s21,e12,e22,o12,11.93,3,-3.978832554,0,tr
5353,1,19,10,3.5,s12,s21,e12,e22,o12,11.93,3,-2.603477579,1,tr
5354,0,15,4,1.5,s11,s21,e13,e22,o12,7.7,3,-2.037476593,1,tr
5354,1,10,14,2.75,s11,s21,e13,e22,o12,7.7,3,-2.471957427,0,tr
5355,0,9,4,1.5,s11,s22,e11,e22,o12,4.25,2,-2.231974549,1,tr
5355,1,7,16,2,s11,s22,e11,e22,o12,4.25,2,-3.128911177,0,tr
5356,0,28,5,1.5,s12,s21,e11,e22,o11,13.68,1,-4.218604979,0,tr
5356,1,21,15,3.5,s12,s21,e11,e22,o11,13.68,1,-2.953533009,1,tr
5357,0,6,5,1.5,s11,s22,e11,e22,o12,2.1,2,-1.949325856,0,tr
5357,1,3,13,2,s11,s22,e11,e22,o12,2.1,2,-1.885419825,1,tr
5358,0,6,4,1.5,s12,s21,e11,e22,o11,3.06,1,-1.325345266,0,tr
5358,1,5,15,2,s12,s21,e11,e22,o11,3.06,1,-0.95022849,1,tr
5359,0,11,4,1.5,s11,s21,e11,e22,o13,5.2,3,-1.575394362,1,tr
5359,1,9,19,2.75,s11,s21,e11,e22,o13,5.2,3,-1.962917702,0,tr
5360,0,6,5,1.5,s12,s21,e13,e21,o11,3.59,1,-1.414566773,1,ts
5360,1,5,15,2,s12,s21,e13,e21,o11,3.59,1,-2.188066979,0,ts
5361,0,5,5,1.5,s11,s21,e11,e23,o13,2.92,3,-1.568796006,0,tr
5361,1,4,18,2,s11,s21,e11,e23,o13,2.92,3,-1.093804208,1,tr
5362,0,8,5,1.5,s12,s21,e11,e23,o11,4.79,1,-1.770784705,0,tr
5362,1,7,15,2,s12,s21,e11,e23,o11,4.79,1,-1.014005011,1,tr
5363,0,15,4,1.5,s12,s21,e11,e22,o14,9.23,1,-2.524765991,0,ts
5363,1,14,13,2.75,s12,s21,e11,e22,o14,9.23,1,-1.836849133,1,ts
5364,0,11,2,1.5,s12,s21,e11,e22,o12,5.43,1,-1.613208381,0,ts
5364,1,8,15,2.75,s12,s21,e11,e22,o12,5.43,1,-1.528643245,1,ts
5365,0,6,5,2,s12,s21,e11,e22,o11,3.5,1,-1.394874634,0,tr
5365,1,5,17,2,s12,s21,e11,e22,o11,3.5,1,-1.37385536,1,tr
5366,0,25,5,2,s11,s21,e12,e22,o13,13.38,3,-3.269660307,1,tr
5366,1,21,15,3.5,s11,s21,e12,e22,o13,13.38,3,-3.684877591,0,tr
5367,0,10,4,1.5,s12,s21,e12,e23,o11,5.63,1,-1.896188557,0,tr
5367,1,9,12,2.75,s12,s21,e12,e23,o11,5.63,1,-1.382501657,1,tr
5368,0,5,5,1.5,s11,s21,e11,e23,o13,2.28,3,-1.306440219,0,tr
5368,1,3,13,2,s11,s21,e11,e23,o13,2.28,3,-0.304616572,1,tr
5369,0,7,5,1.5,s11,s21,e12,e23,o13,3.75,3,-1.712121834,1,ts
5369,1,5,16,2,s11,s21,e12,e23,o13,3.75,3,-1.750745591,0,ts
5370,0,6,5,1.5,s11,s23,e11,e21,o12,4.08,2,-1.672202746,1,ts
5370,1,6,15,2,s11,s23,e11,e21,o12,4.08,2,-2.422326259,0,ts
5371,0,16,6,2,s11,s21,e11,e21,o13,9.08,3,-2.470531746,0,tr
5371,1,15,14,2.75,s11,s21,e11,e21,o13,9.08,3,-2.140797881,1,tr
5372,0,12,4,2,s12,s21,e12,e22,o13,5.82,1,-2.415295571,0,tr
5372,1,9,15,2.75,s12,s21,e12,e22,o13,5.82,1,-2.216974135,1,tr
5373,0,8,4,1.5,s12,s21,e11,e22,o13,4.04,1,-1.571925718,0,ts
5373,1,7,15,2,s12,s21,e11,e22,o13,4.04,1,-1.383202013,1,ts
5374,0,5,6,1.5,s11,s23,e12,e22,o12,2.68,2,-1.904007924,1,tr
5374,1,5,14,2,s11,s23,e12,e22,o12,2.68,2,-3.152446788,0,tr
5375,0,8,5,1.5,s12,s21,e13,e22,o13,5.68,1,-2.168990457,1,tr
5375,1,9,17,2.75,s12,s21,e13,e22,o13,5.68,1,-2.900106987,0,tr
5376,0,12,5,2,s13,s21,e11,e22,o13,4.69,3,-2.035943322,0,tr
5376,1,7,15,2,s13,s21,e11,e22,o13,4.69,3,-1.295013201,1,tr
5377,0,14,5,2,s12,s21,e12,e23,o11,6.13,1,-2.661837687,0,tr
5377,1,8,14,2.75,s12,s21,e12,e23,o11,6.13,1,-1.700019408,1,tr
5378,0,6,5,1.5,s11,s21,e13,e21,o12,3.17,3,-1.274081624,1,tr
5378,1,5,17,2,s11,s21,e13,e21,o12,3.17,3,-2.773587631,0,tr
5379,0,14,3,2,s11,s21,e13,e21,o14,7.96,3,-1.996967621,1,tr
5379,1,12,18,2.75,s11,s21,e13,e21,o14,7.96,3,-3.48383222,0,tr
5380,0,7,4,1.5,s11,s21,e13,e23,o11,4.09,3,-1.218983452,1,tr
5380,1,6,15,2,s11,s21,e13,e23,o11,4.09,3,-2.162299163,0,tr
5381,0,9,4,1.5,s11,s21,e11,e21,o11,5.16,3,-1.712605984,0,tr
5381,1,7,13,2.75,s11,s21,e11,e21,o11,5.16,3,-1.036534831,1,tr
5382,0,5,5,2,s11,s21,e11,e22,o13,3.03,3,-1.573878367,0,tr
5382,1,5,14,2,s11,s21,e11,e22,o13,3.03,3,-0.978025003,1,tr
5383,0,34,3,1.5,s11,s21,e11,e22,o13,15.13,3,-3.991582793,0,tr
5383,1,26,15,4.25,s11,s21,e11,e22,o13,15.13,3,-3.253538068,1,tr
5384,0,20,5,1.5,s12,s21,e11,e22,o13,9.1,1,-3.234528105,0,tr
5384,1,15,11,2.75,s12,s21,e11,e22,o13,9.1,1,-1.794372484,1,tr
5385,0,29,5,1.5,s11,s23,e12,e21,o11,11.67,2,-4.450705662,0,tr
5385,1,16,14,3.5,s11,s23,e12,e21,o11,11.67,2,-4.243254735,1,tr
5386,0,7,5,1.5,s11,s21,e11,e23,o14,4.91,3,-1.54396172,0,tr
5386,1,7,15,2,s11,s21,e11,e23,o14,4.91,3,-0.947793009,1,tr
5387,0,10,4,1.5,s12,s21,e12,e23,o13,3.99,2,-2.09983492,1,tr
5387,1,7,16,2,s12,s21,e12,e23,o13,3.99,2,-4.033982499,0,tr
5388,0,11,4,1.5,s12,s21,e11,e21,o11,4.13,2,-2.270032188,1,tr
5388,1,7,14,2,s12,s21,e11,e21,o11,4.13,2,-2.610796309,0,tr
5389,0,15,5,2,s12,s21,e12,e21,o11,8.89,1,-2.691261905,0,ts
5389,1,14,13,2.75,s12,s21,e12,e21,o11,8.89,1,-2.672120794,1,ts
5390,0,5,5,2,s11,s23,e13,e22,o13,2.44,2,-1.926550199,1,tr
5390,1,4,16,2,s11,s23,e13,e22,o13,2.44,2,-4.012633378,0,tr
5391,0,11,4,1.5,s12,s21,e11,e22,o14,4.54,1,-2.069222074,0,tr
5391,1,7,13,2,s12,s21,e11,e22,o14,4.54,1,-0.93673348,1,tr
5392,0,11,5,2,s12,s21,e13,e21,o13,6.02,2,-2.524862847,1,tr
5392,1,10,14,2.75,s12,s21,e13,e21,o13,6.02,2,-4.164385752,0,tr
5393,0,6,4,2,s12,s22,e11,e21,o12,2.63,1,-1.358140172,0,tr
5393,1,4,10,2,s12,s22,e11,e21,o12,2.63,1,-0.230286641,1,tr
5394,0,14,5,2,s12,s21,e12,e21,o12,5.35,1,-2.667450367,0,tr
5394,1,8,15,2.75,s12,s21,e12,e21,o12,5.35,1,-2.22709767,1,tr
5395,0,6,5,1.5,s12,s23,e11,e21,o12,2.38,1,-1.852411058,0,ts
5395,1,4,16,2,s12,s23,e11,e21,o12,2.38,1,-1.200530487,1,ts
5396,0,7,4,1.5,s11,s21,e11,e22,o13,3.39,3,-1.556375701,0,tr
5396,1,5,13,2,s11,s21,e11,e22,o13,3.39,3,-0.863446314,1,tr
5397,0,6,5,1.5,s11,s21,e13,e22,o13,2.45,3,-1.261759861,1,tr
5397,1,4,18,2,s11,s21,e13,e22,o13,2.45,3,-2.650333701,0,tr
5398,0,5,5,1.5,s12,s21,e12,e21,o14,2.69,1,-1.455478883,1,tr
5398,1,4,20,2,s12,s21,e12,e21,o14,2.69,1,-2.433005073,0,tr
5399,0,25,6,1.5,s12,s21,e11,e22,o12,14.2,1,-4.015026033,0,tr
5399,1,23,12,3.5,s12,s21,e11,e22,o12,14.2,1,-2.813838749,1,tr
5400,0,8,5,1.5,s12,s21,e12,e23,o13,3.61,1,-1.737445813,0,tr
5400,1,5,13,2,s12,s21,e12,e23,o13,3.61,1,-1.075761594,1,tr
5401,0,5,5,1.5,s12,s22,e13,e21,o11,2.29,1,-1.538565137,1,tr
5401,1,4,13,2,s12,s22,e13,e21,o11,2.29,1,-1.982563961,0,tr
5402,0,12,4,1.5,s12,s21,e12,e22,o11,6.47,1,-2.133540537,1,ts
5402,1,10,15,2.75,s12,s21,e12,e22,o11,6.47,1,-2.649904542,0,ts
5403,0,16,5,1.5,s12,s21,e11,e23,o13,6.46,1,-2.98242612,0,tr
5403,1,10,15,2.75,s12,s21,e11,e23,o13,6.46,1,-1.673942806,1,tr
5404,0,11,5,1.5,s13,s21,e12,e21,o14,5.57,3,-1.951141908,1,tr
5404,1,9,13,2.75,s13,s21,e12,e21,o14,5.57,3,-1.974522535,0,tr
5405,0,6,5,2,s12,s21,e12,e22,o13,2.76,1,-1.446222313,1,tr
5405,1,4,13,2,s12,s21,e12,e22,o13,2.76,1,-1.490132037,0,tr
5406,0,6,6,2,s12,s21,e11,e22,o11,2.85,1,-1.503047785,0,ts
5406,1,4,13,2,s12,s21,e11,e22,o11,2.85,1,-0.48293042,1,ts
5407,0,29,6,2,s11,s21,e13,e23,o13,9.66,3,-3.533750518,0,tr
5407,1,14,13,2.75,s11,s21,e13,e23,o13,9.66,3,-2.427092932,1,tr
5408,0,11,7,1.5,s11,s21,e11,e22,o13,5.02,3,-2.288310836,0,tr
5408,1,8,17,2.75,s11,s21,e11,e22,o13,5.02,3,-1.553236564,1,tr
5409,0,13,5,1.5,s12,s21,e11,e22,o13,6.02,1,-2.509219852,0,ts
5409,1,9,16,2.75,s12,s21,e11,e22,o13,6.02,1,-1.856931306,1,ts
5410,0,7,5,1.5,s12,s21,e11,e22,o11,3.41,1,-1.686773161,0,tr
5410,1,5,16,2,s12,s21,e11,e22,o11,3.41,1,-1.470487942,1,tr
5411,0,45,5,1.5,s11,s21,e12,e22,o13,16.62,3,-5.560881179,0,tr
5411,1,25,13,4.25,s11,s21,e12,e22,o13,16.62,3,-3.617213318,1,tr
5412,0,25,6,2,s12,s21,e12,e22,o13,14.3,1,-4.134652448,0,ts
5412,1,22,12,3.5,s12,s21,e12,e22,o13,14.3,1,-3.217348328,1,ts
5413,0,9,5,1.5,s12,s21,e13,e21,o14,4.76,1,-1.997711721,1,tr
5413,1,7,15,2,s12,s21,e13,e21,o14,4.76,1,-2.710368531,0,tr
5414,0,9,3,1.5,s12,s21,e12,e21,o12,3.58,1,-2.142263996,0,ts
5414,1,5,17,2,s12,s21,e12,e21,o12,3.58,1,-1.98457026,1,ts
5415,0,10,6,1.5,s11,s21,e11,e22,o11,5.78,3,-1.998947912,0,tr
5415,1,9,15,2.75,s11,s21,e11,e22,o11,5.78,3,-1.302757768,1,tr
5416,0,9,6,1.5,s12,s21,e13,e23,o13,4.06,2,-2.356386227,1,tr
5416,1,5,15,2,s12,s21,e13,e23,o13,4.06,2,-3.866803177,0,tr
5417,0,5,5,1.5,s13,s21,e12,e22,o13,3.11,3,-1.570793176,1,tr
5417,1,5,13,2,s13,s21,e12,e22,o13,3.11,3,-1.591713525,0,tr
5418,0,9,4,1.5,s12,s21,e12,e23,o12,3.84,1,-1.782892732,1,ts
5418,1,6,15,2,s12,s21,e12,e23,o12,3.84,1,-1.798128581,0,ts
5419,0,5,5,1.5,s12,s21,e11,e21,o13,2.67,1,-1.39407378,0,tr
5419,1,4,13,2,s12,s21,e11,e21,o13,2.67,1,-0.50157653,1,tr
5420,0,23,3,2,s11,s21,e11,e22,o13,9.92,3,-2.904464749,0,tr
5420,1,15,13,2.75,s11,s21,e11,e22,o13,9.92,3,-1.900970174,1,tr
5421,0,5,7,1.5,s12,s21,e13,e22,o12,2.87,1,-1.629171041,1,ts
5421,1,4,15,2,s12,s21,e13,e22,o12,2.87,1,-2.114366917,0,ts
5422,0,11,3,1.5,s12,s21,e12,e21,o13,4.46,1,-1.754681386,1,ts
5422,1,7,18,2,s12,s21,e12,e21,o13,4.46,1,-2.548096818,0,ts
5423,0,15,6,1.5,s11,s21,e11,e21,o13,5.33,3,-2.509510165,0,tr
5423,1,8,16,2.75,s11,s21,e11,e21,o13,5.33,3,-1.822566447,1,tr
5424,0,16,5,1.5,s11,s21,e13,e22,o12,8.55,3,-2.259976893,1,tr
5424,1,14,14,2.75,s11,s21,e13,e22,o12,8.55,3,-3.364068016,0,tr
5425,0,69,5,1.5,s12,s21,e11,e22,o13,27.1,1,-9.347291397,0,ts
5425,1,41,16,5.75,s12,s21,e11,e22,o13,27.1,1,-5.968332712,1,ts
5426,0,20,6,1.5,s12,s21,e12,e21,o13,8.92,1,-3.666139337,0,tr
5426,1,13,13,2.75,s12,s21,e12,e21,o13,8.92,1,-2.336553163,1,tr
5427,0,5,5,1.5,s11,s21,e12,e23,o13,2.02,3,-1.378719521,1,tr
5427,1,3,15,2,s11,s21,e12,e23,o13,2.02,3,-1.456057329,0,tr
5428,0,12,6,2,s11,s23,e11,e22,o13,4.99,2,-2.819679724,0,tr
5428,1,8,12,2,s11,s23,e11,e22,o13,4.99,2,-1.862427539,1,tr
5429,0,15,5,1.5,s12,s23,e11,e21,o12,7.56,1,-2.494819486,0,tr
5429,1,10,14,2.75,s12,s23,e11,e21,o12,7.56,1,-1.787630546,1,tr
5430,0,11,3,1.5,s13,s21,e11,e22,o12,5.7,3,-1.484836075,0,tr
5430,1,9,15,2.75,s13,s21,e11,e22,o12,5.7,3,-1.269631348,1,tr
5431,0,7,3,2,s12,s21,e11,e22,o11,6.45,1,-1.636651565,0,tr
5431,1,9,15,2.75,s12,s21,e11,e22,o11,6.45,1,-1.424602232,1,tr
5432,0,42,5,1.5,s12,s21,e11,e23,o12,28.54,1,-6.17760079,0,ts
5432,1,40,13,5.75,s12,s21,e11,e23,o12,28.54,1,-5.208839993,1,ts
5433,0,4,4,1.5,s13,s21,e13,e23,o11,2.85,3,-1.178646413,1,tr
5433,1,4,13,2,s13,s21,e13,e23,o11,2.85,3,-1.645336524,0,tr
5434,0,4,3,1.5,s13,s21,e12,e23,o11,2.15,3,-0.875318585,1,ts
5434,1,3,14,2,s13,s21,e12,e23,o11,2.15,3,-1.284396691,0,ts
5435,0,7,7,1.5,s11,s21,e11,e22,o11,3.09,3,-2.074129814,0,tr
5435,1,5,11,2,s11,s21,e11,e22,o11,3.09,3,-0.370754417,1,tr
5436,0,10,4,1.5,s11,s21,e12,e22,o11,7.29,3,-1.415225227,1,tr
5436,1,11,16,2.75,s11,s21,e12,e22,o11,7.29,3,-2.719677747,0,tr
5437,0,9,6,1.5,s12,s22,e12,e22,o12,3.57,1,-2.180164422,0,tr
5437,1,5,11,2,s12,s22,e12,e22,o12,3.57,1,-1.218037797,1,tr
5438,0,8,7,2,s12,s21,e12,e22,o11,4.54,1,-2.174368205,0,tr
5438,1,7,13,2,s12,s21,e12,e22,o11,4.54,1,-1.684555285,1,tr
5439,0,11,6,1.5,s12,s22,e11,e21,o13,7.47,1,-2.287883104,0,tr
5439,1,10,17,2.75,s12,s22,e11,e21,o13,7.47,1,-1.947730023,1,tr
5440,0,7,6,1.5,s11,s21,e11,e21,o12,5.87,3,-1.527420833,0,tr
5440,1,9,15,2.75,s11,s21,e11,e21,o12,5.87,3,-1.497325682,1,tr
5441,0,8,6,1.5,s11,s21,e11,e23,o12,3.72,3,-1.850800819,0,tr
5441,1,5,15,2,s11,s21,e11,e23,o12,3.72,3,-0.818659956,1,tr
5442,0,6,5,1.5,s11,s21,e11,e22,o13,3.01,3,-1.480050431,0,ts
5442,1,4,15,2,s11,s21,e11,e22,o13,3.01,3,-0.86241377,1,ts
5443,0,4,5,1.5,s12,s22,e12,e22,o12,2.32,1,-1.411375156,1,tr
5443,1,3,16,2,s12,s22,e12,e22,o12,2.32,1,-1.616821713,0,tr
5444,0,24,6,2,s11,s21,e12,e22,o13,12,3,-3.681665289,0,tr
5444,1,19,14,3.5,s11,s21,e12,e22,o13,12,3,-3.136430684,1,tr
5445,0,8,4,1.5,s11,s21,e13,e21,o14,3.49,3,-1.362737502,1,tr
5445,1,6,14,2,s11,s21,e13,e21,o14,3.49,3,-2.358411987,0,tr
5446,0,5,6,1.5,s11,s21,e11,e23,o13,3.26,3,-1.758247915,0,tr
5446,1,5,17,2,s11,s21,e11,e23,o13,3.26,3,-1.267355518,1,tr
5447,0,10,5,1.5,s11,s21,e12,e21,o13,4.83,3,-1.702514351,1,tr
5447,1,7,13,2,s11,s21,e12,e21,o13,4.83,3,-1.85413363,0,tr
5448,0,8,6,2,s12,s21,e12,e23,o13,3.39,1,-2.146050002,0,tr
5448,1,6,14,2,s12,s21,e12,e23,o13,3.39,1,-1.741622901,1,tr
5449,0,8,6,2,s12,s21,e11,e23,o12,4.57,1,-2.423609967,0,tr
5449,1,7,12,2,s12,s21,e11,e23,o12,4.57,1,-0.510216542,1,tr
5450,0,3,5,1.5,s11,s21,e12,e22,o12,2.87,3,-1.022322709,1,tr
5450,1,4,12,2,s11,s21,e12,e22,o12,2.87,3,-1.381817671,0,tr
5451,0,12,5,2,s11,s21,e11,e22,o12,6.01,3,-1.875072486,0,tr
5451,1,9,14,2.75,s11,s21,e11,e22,o12,6.01,3,-1.327497282,1,tr
5452,0,4,6,1.5,s11,s21,e11,e23,o13,2.41,3,-1.514616974,0,tr
5452,1,4,16,2,s11,s21,e11,e23,o13,2.41,3,-0.973851272,1,tr
5453,0,13,5,1.5,s11,s23,e12,e22,o12,9.51,2,-2.617766449,1,tr
5453,1,14,15,2.75,s11,s23,e12,e22,o12,9.51,2,-4.349988582,0,tr
5454,0,5,4,1.5,s11,s21,e12,e23,o12,2.62,1,-1.310539182,1,tr
5454,1,4,16,2,s11,s21,e12,e23,o12,2.62,1,-1.436886767,0,tr
5455,0,5,5,1.5,s12,s23,e12,e22,o11,3.16,2,-1.776710548,1,tr
5455,1,5,14,2,s12,s23,e12,e22,o11,3.16,2,-3.151953468,0,tr
5456,0,11,5,2,s11,s23,e12,e21,o12,4.6,2,-2.41374846,1,tr
5456,1,7,17,2,s11,s23,e12,e21,o12,4.6,2,-3.922060173,0,tr
5457,0,4,5,1.5,s12,s21,e13,e22,o11,2.25,1,-1.407412329,1,tr
5457,1,3,14,2,s12,s21,e13,e22,o11,2.25,1,-1.987179128,0,tr
5458,0,4,7,2,s12,s21,e12,e22,o13,2.14,1,-1.663440347,0,tr
5458,1,3,16,2,s12,s21,e12,e22,o13,2.14,1,-1.639144334,1,tr
5459,0,13,7,1.5,s11,s21,e11,e21,o13,7.44,3,-2.419680835,0,tr
5459,1,12,17,2.75,s11,s21,e11,e21,o13,7.44,3,-2.173669129,1,tr
5460,0,6,4,1.5,s11,s21,e11,e22,o11,5.11,3,-1.0187993,1,tr
5460,1,8,17,2.75,s11,s21,e11,e22,o11,5.11,3,-1.723444396,0,tr
5461,0,15,4,1.5,s11,s21,e11,e22,o13,6.64,3,-2.109173121,0,tr
5461,1,11,17,2.75,s11,s21,e11,e22,o13,6.64,3,-1.949789559,1,tr
5462,0,9,5,1.5,s11,s22,e11,e22,o13,3.61,1,-1.883376863,0,ts
5462,1,5,15,2,s11,s22,e11,e22,o13,3.61,1,-0.794196837,1,ts
5463,0,7,4,1.5,s11,s21,e11,e22,o13,2.75,3,-1.355028907,0,ts
5463,1,4,14,2,s11,s21,e11,e22,o13,2.75,3,-0.935914837,1,ts
5464,0,47,5,1.5,s12,s21,e12,e22,o11,18.58,1,-6.610220559,0,ts
5464,1,27,13,4.25,s12,s21,e12,e22,o11,18.58,1,-4.465088938,1,ts
5465,0,21,4,1.5,s12,s21,e11,e21,o14,7.82,1,-3.458716457,0,tr
5465,1,12,15,2.75,s12,s21,e11,e21,o14,7.82,1,-2.267318452,1,tr
5466,0,5,4,2,s12,s21,e12,e22,o13,2.28,1,-1.399730558,1,tr
5466,1,4,17,2,s12,s21,e12,e22,o13,2.28,1,-2.010842825,0,tr
5467,0,7,5,1.5,s11,s23,e11,e22,o14,3.85,2,-2.160528158,1,ts
5467,1,6,14,2,s11,s23,e11,e22,o14,3.85,2,-2.330569915,0,ts
5468,0,6,5,1.5,s12,s21,e12,e22,o13,4.08,1,-1.41918957,1,tr
5468,1,6,14,2,s12,s21,e12,e22,o13,4.08,1,-1.653604372,0,tr
5469,0,8,5,1.5,s12,s21,e12,e22,o11,3.62,1,-2.122157957,0,tr
5469,1,6,13,2,s12,s21,e12,e22,o11,3.62,1,-1.389230835,1,tr
5470,0,29,5,1.5,s11,s22,e12,e21,o13,15.83,2,-4.305406919,1,tr
5470,1,25,15,4.25,s11,s22,e12,e21,o13,15.83,2,-5.661274229,0,tr
5471,0,20,5,1.5,s12,s21,e12,e22,o11,7.4,2,-3.334033667,1,tr
5471,1,11,15,2.75,s12,s21,e12,e22,o11,7.4,2,-4.2689761,0,tr
5472,0,6,4,1.5,s12,s23,e12,e22,o12,2.6,1,-1.200034603,0,tr
5472,1,4,12,2,s12,s23,e12,e22,o12,2.6,1,-1.190447418,1,tr
5473,0,9,5,1.5,s12,s21,e12,e23,o13,8.33,2,-2.077188625,1,tr
5473,1,12,14,2.75,s12,s21,e12,e23,o13,8.33,2,-4.104789984,0,tr
5474,0,8,4,1.5,s12,s21,e11,e21,o12,3.58,2,-1.886869612,1,ts
5474,1,5,16,2,s12,s21,e11,e21,o12,3.58,2,-2.83893078,0,ts
5475,0,8,5,1.5,s11,s21,e12,e21,o11,3.09,3,-1.690234647,0,tr
5475,1,5,13,2,s11,s21,e12,e21,o11,3.09,3,-1.597402912,1,tr
5476,0,5,5,1.5,s11,s21,e11,e22,o13,2.88,3,-1.259235407,0,tr
5476,1,4,12,2,s11,s21,e11,e22,o13,2.88,3,-0.406542222,1,tr
5477,0,10,6,1.5,s12,s21,e11,e23,o14,7.58,1,-2.313682514,0,tr
5477,1,12,15,2.75,s12,s21,e11,e23,o14,7.58,1,-1.395733804,1,tr
5478,0,11,5,1.5,s11,s21,e12,e22,o13,5.68,3,-1.979140056,1,ts
5478,1,9,17,2.75,s11,s21,e12,e22,o13,5.68,3,-2.831760933,0,ts
5479,0,29,5,1.5,s12,s21,e12,e23,o13,14.5,1,-4.346320993,0,tr
5479,1,20,13,3.5,s12,s21,e12,e23,o13,14.5,1,-3.460680504,1,tr
5480,0,8,3,1.5,s12,s21,e12,e21,o13,3.9,1,-1.553285448,1,tr
5480,1,6,14,2,s12,s21,e12,e21,o13,3.9,1,-1.814436388,0,tr
5481,0,26,4,2,s12,s21,e12,e22,o14,14.17,1,-4.346161759,0,tr
5481,1,22,14,3.5,s12,s21,e12,e22,o14,14.17,1,-3.948573573,1,tr
5482,0,9,4,1.5,s12,s22,e11,e21,o13,5.97,1,-1.562737544,1,tr
5482,1,9,16,2.75,s12,s22,e11,e21,o13,5.97,1,-1.761252293,0,tr
5483,0,5,5,1.5,s13,s23,e11,e22,o11,2.83,3,-1.293620863,0,ts
5483,1,4,15,2,s13,s23,e11,e22,o11,2.83,3,-0.962384993,1,ts
5484,0,8,4,1.5,s13,s21,e12,e21,o11,3.7,3,-1.471803714,1,tr
5484,1,6,14,2,s13,s21,e12,e21,o11,3.7,3,-2.073676425,0,tr
5485,0,13,6,1.5,s12,s21,e12,e23,o13,6.38,2,-2.947128784,1,ts
5485,1,10,16,2.75,s12,s21,e12,e23,o13,6.38,2,-4.353483639,0,ts
5486,0,5,4,2,s13,s21,e12,e23,o13,2.8,1,-1.415984676,0,tr
5486,1,4,14,2,s13,s21,e12,e23,o13,2.8,1,-1.393313048,1,tr
5487,0,12,5,1.5,s11,s23,e11,e21,o11,4.42,2,-2.342853064,1,tr
5487,1,6,16,2,s11,s23,e11,e21,o11,4.42,2,-2.765916111,0,tr
5488,0,12,4,1.5,s12,s21,e11,e22,o11,5.34,1,-2.227611971,0,ts
5488,1,8,15,2.75,s12,s21,e11,e22,o11,5.34,1,-1.328327095,1,ts
5489,0,12,3,1.5,s12,s22,e11,e21,o12,5.51,1,-2.065257489,0,tr
5489,1,8,16,2.75,s12,s22,e11,e21,o12,5.51,1,-1.558895112,1,tr
5490,0,6,3,2,s12,s21,e11,e23,o12,3.88,1,-1.377069348,0,ts
5490,1,5,13,2,s12,s21,e11,e23,o12,3.88,1,-0.391537828,1,ts
5491,0,39,6,1.5,s11,s23,e11,e22,o13,14.7,2,-5.693005945,0,tr
5491,1,23,16,3.5,s11,s23,e11,e22,o13,14.7,2,-4.680029921,1,tr
5492,0,16,6,1.5,s11,s21,e12,e22,o14,7.24,3,-2.547112835,1,ts
5492,1,12,18,2.75,s11,s21,e12,e22,o14,7.24,3,-3.226967788,0,ts
5493,0,20,4,1.5,s12,s21,e11,e23,o11,7.83,1,-3.201441813,0,tr
5493,1,12,13,2.75,s12,s21,e11,e23,o11,7.83,1,-1.083244164,1,tr
5494,0,13,4,1.5,s12,s23,e12,e21,o12,4.57,1,-2.115224276,0,tr
5494,1,7,11,2,s12,s23,e12,e21,o12,4.57,1,-1.650578075,1,tr
5495,0,7,5,1.5,s12,s21,e11,e21,o11,3.06,1,-1.775496225,0,ts
5495,1,5,17,2,s12,s21,e11,e21,o11,3.06,1,-1.222644732,1,ts
5496,0,14,6,1.5,s11,s21,e11,e22,o13,10.22,3,-2.275518625,0,tr
5496,1,16,15,3.5,s11,s21,e11,e22,o13,10.22,3,-2.096027143,1,tr
5497,0,12,5,1.5,s11,s21,e11,e22,o12,4.95,3,-1.720755506,0,ts
5497,1,8,12,2,s11,s21,e11,e22,o12,4.95,3,-0.98014619,1,ts
5498,0,9,6,1.5,s11,s21,e11,e22,o13,3.51,3,-2.047827963,0,tr
5498,1,6,13,2,s11,s21,e11,e22,o13,3.51,3,-0.74774168,1,tr
5499,0,4,6,1.5,s12,s21,e11,e23,o14,2.06,1,-1.521771176,0,tr
5499,1,3,15,2,s12,s21,e11,e23,o14,2.06,1,-0.825821824,1,tr
5500,0,5,5,1.5,s11,s21,e11,e21,o12,2.35,3,-1.415524073,0,tr
5500,1,4,17,2,s11,s21,e11,e21,o12,2.35,3,-1.179441871,1,tr
5501,0,9,5,1.5,s11,s22,e11,e22,o13,4.57,2,-2.353329622,1,tr
5501,1,7,16,2,s11,s22,e11,e22,o13,4.57,2,-3.192984322,0,tr
5502,0,7,6,1.5,s12,s23,e11,e21,o12,3.58,1,-2.147656669,0,ts
5502,1,5,14,2,s12,s23,e11,e21,o12,3.58,1,-1.175086611,1,ts
5503,0,17,6,1.5,s12,s21,e12,e22,o13,7.69,1,-3.211198086,0,tr
5503,1,11,13,2.75,s12,s21,e12,e22,o13,7.69,1,-2.306164031,1,tr
5504,0,18,5,1.5,s11,s21,e12,e22,o12,7.29,3,-2.495682407,0,tr
5504,1,11,14,2.75,s11,s21,e12,e22,o12,7.29,3,-2.11115416,1,tr
5505,0,13,5,1.5,s12,s23,e11,e23,o13,4.84,1,-2.423963599,0,ts
5505,1,8,15,2,s12,s23,e11,e23,o13,4.84,1,-1.411193685,1,ts
