id,alt,x1,x2,x3,s1,s2,e1,e2,o1,dist,LC,utility,match,flag
6818,0,11.0,4.0,1.5,s12,s21,e12,e22,o13,4.64,1,-1.907070243318611,0,tr
6818,1,7.0,13.0,2.0,s12,s21,e12,e22,o13,4.64,1,-1.8576901941496777,1,tr
6819,0,5.0,4.0,1.5,s11,s21,e12,e22,o13,3.79,3,-1.0453775379631616,1,tr
6819,1,5.0,13.0,2.0,s11,s21,e12,e22,o13,3.79,3,-1.5005098797631724,0,tr
6820,0,4.0,5.0,1.5,s12,s21,e12,e22,o13,2.04,1,-1.395843857248685,1,tr
6820,1,3.0,18.0,2.0,s12,s21,e12,e22,o13,2.04,1,-1.798819218485751,0,tr
6821,0,14.0,4.0,1.5,s11,s21,e11,e22,o11,7.89,3,-2.025972186137531,0,tr
6821,1,12.0,15.0,2.75,s11,s21,e11,e22,o11,7.89,3,-1.886238728634277,1,tr
6822,0,7.0,4.0,1.5,s12,s21,e13,e23,o12,3.24,1,-1.5337954110658116,1,tr
6822,1,5.0,13.0,2.0,s12,s21,e13,e23,o12,3.24,1,-1.658787420665153,0,tr
6823,0,4.0,6.0,1.5,s11,s23,e12,e23,o12,2.16,2,-1.8643075305801866,1,ts
6823,1,3.0,15.0,2.0,s11,s23,e12,e23,o12,2.16,2,-3.3669698952092615,0,ts
6824,0,12.0,5.0,1.5,s12,s21,e11,e22,o12,6.54,1,-2.4499434020582584,0,tr
6824,1,10.0,14.0,2.75,s12,s21,e11,e22,o12,6.54,1,-1.3729420120497386,1,tr
6825,0,7.0,6.0,1.5,s12,s21,e13,e22,o12,4.3,1,-1.8524395069039634,1,tr
6825,1,7.0,12.0,2.0,s12,s21,e13,e22,o12,4.3,1,-1.9106088618333725,0,tr
6826,0,3.0,4.0,1.5,s11,s22,e12,e22,o13,2.1,3,-1.0044577228743923,1,tr
6826,1,3.0,16.0,2.0,s11,s22,e12,e22,o13,2.1,3,-1.709221889362145,0,tr
6827,0,12.0,5.0,1.5,s12,s21,e13,e23,o12,6.62,1,-2.3605826777265406,0,tr
6827,1,9.0,13.0,2.75,s12,s21,e13,e23,o12,6.62,1,-2.3081210594655963,1,tr
6828,0,15.0,5.0,1.5,s12,s21,e12,e22,o13,6.29,1,-3.1652094690409327,0,ts
6828,1,10.0,14.0,2.75,s12,s21,e12,e22,o13,6.29,1,-2.4154727320627143,1,ts
6829,0,10.0,4.0,1.5,s12,s21,e11,e23,o13,3.57,1,-1.8065178897659977,0,tr
6829,1,5.0,16.0,2.0,s12,s21,e11,e23,o13,3.57,1,-1.0288882162986834,1,tr
6830,0,31.0,4.0,2.0,s12,s21,e12,e22,o12,14.6,2,-3.968164193415428,1,ts
6830,1,22.0,15.0,3.5,s12,s21,e12,e22,o12,14.6,2,-4.98774881321931,0,ts
6831,0,4.0,6.0,1.5,s12,s21,e12,e21,o13,2.08,1,-1.402495552926086,1,tr
6831,1,3.0,17.0,2.0,s12,s21,e12,e21,o13,2.08,1,-1.8842701525266896,0,tr
6832,0,6.0,6.0,1.5,s11,s21,e11,e22,o13,2.11,3,-1.6093434121822194,0,tr
6832,1,3.0,14.0,2.0,s11,s21,e11,e22,o13,2.11,3,-0.5679434237759363,1,tr
6833,0,11.0,6.0,2.0,s12,s21,e12,e22,o12,4.56,1,-2.5802808802400583,0,tr
6833,1,7.0,16.0,2.0,s12,s21,e12,e22,o12,4.56,1,-2.224537164076348,1,tr
6834,0,4.0,6.0,1.5,s12,s21,e12,e21,o13,2.51,1,-1.8252587764191646,0,tr
6834,1,3.0,16.0,2.0,s12,s21,e12,e21,o13,2.51,1,-1.78332949247386,1,tr
6835,0,4.0,6.0,2.0,s11,s21,e12,e23,o11,2.41,3,-1.2991561634391777,0,tr
6835,1,4.0,12.0,2.0,s11,s21,e12,e23,o11,2.41,3,-1.0868713192642434,1,tr
6836,0,10.0,4.0,1.5,s12,s21,e12,e23,o12,5.35,1,-1.8853562283543766,1,tr
6836,1,7.0,16.0,2.75,s12,s21,e12,e23,o12,5.35,1,-2.1170165025515386,0,tr
6837,0,5.0,4.0,2.0,s11,s23,e11,e22,o12,4.31,2,-1.393305168249106,1,tr
6837,1,7.0,17.0,2.0,s11,s23,e11,e22,o12,4.31,2,-3.1928647169300337,0,tr
6838,0,7.0,6.0,2.0,s12,s21,e11,e22,o13,3.29,1,-1.7047666356697249,0,tr
6838,1,5.0,18.0,2.0,s12,s21,e11,e22,o13,3.29,1,-1.37839318874381,1,tr
6839,0,24.0,6.0,2.0,s11,s21,e12,e22,o12,10.94,3,-3.424761346230944,0,tr
6839,1,18.0,14.0,3.5,s11,s21,e12,e22,o12,10.94,3,-2.972804248688019,1,tr
6840,0,15.0,5.0,1.5,s11,s22,e12,e22,o13,8.75,2,-2.587185507016968,1,tr
6840,1,13.0,17.0,2.75,s11,s22,e12,e22,o13,8.75,2,-4.670801345730448,0,tr
6841,0,10.0,4.0,1.5,s11,s21,e13,e22,o13,4.7,3,-1.6208365450946498,1,tr
6841,1,7.0,15.0,2.0,s11,s21,e13,e22,o13,4.7,3,-2.5704566936109785,0,tr
6842,0,5.0,5.0,1.5,s11,s22,e12,e21,o11,2.33,2,-1.950886267770919,1,tr
6842,1,3.0,12.0,2.0,s11,s22,e12,e21,o11,2.33,2,-2.564146429100768,0,tr
6843,0,14.0,6.0,1.5,s11,s21,e11,e23,o11,6.6,3,-2.547834351264076,0,tr
6843,1,10.0,10.0,2.75,s11,s21,e11,e23,o11,6.6,3,-0.6433751244994121,1,tr
6844,0,12.0,4.0,1.5,s12,s22,e11,e22,o11,5.88,1,-2.31999484103333,0,tr
6844,1,9.0,14.0,2.75,s12,s22,e11,e22,o11,5.88,1,-1.342312971028809,1,tr
6845,0,11.0,3.0,1.5,s12,s21,e11,e22,o13,3.77,1,-1.8388766916604515,0,tr
6845,1,5.0,16.0,2.0,s12,s21,e11,e22,o13,3.77,1,-1.236807444085573,1,tr
6846,0,21.0,4.0,1.5,s13,s21,e12,e23,o12,12.34,3,-2.6275566604093354,1,tr
6846,1,18.0,15.0,3.5,s13,s21,e12,e23,o12,12.34,3,-2.7971890135980413,0,tr
6847,0,4.0,5.0,1.5,s11,s23,e11,e21,o12,2.63,2,-1.9544624609837495,1,tr
6847,1,4.0,19.0,2.0,s11,s23,e11,e21,o12,2.63,2,-3.573008003916784,0,tr
6848,0,15.0,4.0,1.5,s12,s21,e11,e23,o11,8.51,1,-2.6473693038632673,0,ts
6848,1,14.0,16.0,2.75,s12,s21,e11,e23,o11,8.51,1,-2.230971740170572,1,ts
6849,0,4.0,4.0,2.0,s12,s21,e11,e22,o11,2.25,1,-1.1024308360815125,0,tr
6849,1,4.0,16.0,2.0,s12,s21,e11,e22,o11,2.25,1,-1.0722295951813479,1,tr
6850,0,10.0,4.0,2.0,s11,s21,e12,e21,o13,3.95,3,-1.7308353641478915,0,tr
6850,1,6.0,13.0,2.0,s11,s21,e12,e21,o13,3.95,3,-1.6244484499218574,1,tr
6851,0,15.0,4.0,1.5,s11,s21,e13,e21,o12,7.28,3,-2.075058261426192,1,tr
6851,1,12.0,15.0,2.75,s11,s21,e13,e21,o12,7.28,3,-3.1134945153264506,0,tr
6852,0,6.0,4.0,2.0,s12,s21,e11,e22,o13,5.16,1,-1.4080529147098158,1,tr
6852,1,7.0,16.0,2.75,s12,s21,e11,e22,o13,5.16,1,-1.4384402109283567,0,tr
6853,0,10.0,4.0,1.5,s11,s21,e12,e21,o13,3.46,3,-1.7623049422893597,1,tr
6853,1,5.0,15.0,2.0,s11,s21,e12,e21,o13,3.46,3,-2.060365178457281,0,tr
6854,0,10.0,4.0,1.5,s12,s21,e11,e23,o12,3.92,1,-1.98232346602169,0,tr
6854,1,6.0,19.0,2.0,s12,s21,e11,e23,o12,3.92,1,-1.4416334771447084,1,tr
6855,0,5.0,5.0,1.5,s11,s21,e11,e22,o13,2.65,3,-1.3615840029719717,1,tr
6855,1,4.0,18.0,2.0,s11,s21,e11,e22,o13,2.65,3,-1.3759729939735432,0,tr
6856,0,7.0,4.0,1.5,s11,s21,e11,e21,o11,3.08,3,-1.5978889287325797,0,ts
6856,1,4.0,14.0,2.0,s11,s21,e11,e21,o11,3.08,3,-0.7497526849465825,1,ts
6857,0,2.0,4.0,1.5,s11,s23,e11,e22,o11,2.3,2,-1.1453837757383272,1,ts
6857,1,3.0,15.0,2.0,s11,s23,e11,e22,o11,2.3,2,-2.5579150127850356,0,ts
6858,0,4.0,6.0,1.5,s11,s21,e11,e22,o12,3.2,3,-1.698459155290691,0,ts
6858,1,5.0,11.0,2.0,s11,s21,e11,e22,o12,3.2,3,-0.25828339431764974,1,ts
6859,0,7.0,6.0,2.0,s12,s21,e12,e23,o12,3.39,1,-1.4855226244825692,1,tr
6859,1,5.0,16.0,2.0,s12,s21,e12,e23,o12,3.39,1,-1.7938698958311097,0,tr
6860,0,10.0,5.0,1.5,s12,s21,e12,e22,o12,4.48,1,-2.258500081658303,0,tr
6860,1,6.0,13.0,2.0,s12,s21,e12,e22,o12,4.48,1,-1.5039358574080222,1,tr
6861,0,10.0,4.0,2.0,s13,s21,e11,e22,o13,4.61,3,-1.4561896024832879,0,tr
6861,1,7.0,15.0,2.0,s13,s21,e11,e22,o13,4.61,3,-0.9960696685846666,1,tr
6862,0,9.0,4.0,1.5,s12,s21,e12,e22,o11,3.76,1,-1.8395966550644052,1,tr
6862,1,6.0,15.0,2.0,s12,s21,e12,e22,o11,3.76,1,-2.0777204734239776,0,tr
6863,0,6.0,6.0,1.5,s12,s21,e12,e21,o12,3.81,1,-1.6363070512783577,1,ts
6863,1,6.0,18.0,2.0,s12,s21,e12,e21,o12,3.81,1,-2.4442623075018997,0,ts
6864,0,12.0,5.0,2.0,s11,s21,e12,e22,o12,6.7,3,-2.2926326643846324,0,ts
6864,1,11.0,13.0,2.75,s11,s21,e12,e22,o12,6.7,3,-2.105654042387233,1,ts
6865,0,24.0,6.0,2.0,s11,s21,e11,e23,o13,10.39,3,-3.5429970808428943,0,ts
6865,1,15.0,15.0,3.5,s11,s21,e11,e23,o13,10.39,3,-1.8538381830274544,1,ts
6866,0,8.0,3.0,1.5,s11,s21,e13,e23,o13,3.54,3,-1.4615035678947161,1,tr
6866,1,6.0,16.0,2.0,s11,s21,e13,e23,o13,3.54,3,-2.397331685321216,0,tr
6867,0,6.0,6.0,1.5,s12,s22,e11,e22,o14,4.08,1,-1.5635839254406334,0,ts
6867,1,6.0,16.0,2.0,s12,s22,e11,e22,o14,4.08,1,-1.4992349891201224,1,ts
6868,0,26.0,3.0,1.5,s12,s21,e12,e22,o13,10.28,3,-3.179474928614963,0,ts
6868,1,16.0,13.0,3.5,s12,s21,e12,e22,o13,10.28,3,-2.7049558764248287,1,ts
6869,0,23.0,4.0,1.5,s11,s21,e12,e23,o13,9.56,3,-2.846932561638709,1,tr
6869,1,15.0,18.0,2.75,s11,s21,e12,e23,o13,9.56,3,-3.1769734308471196,0,tr
6870,0,9.0,3.0,1.5,s11,s21,e12,e22,o14,4.98,3,-1.560361100396038,1,tr
6870,1,8.0,15.0,2.0,s11,s21,e12,e22,o14,4.98,3,-2.1684992770141265,0,tr
6871,0,10.0,3.0,1.5,s11,s21,e11,e22,o12,4.71,3,-1.6054000902109002,0,tr
6871,1,7.0,13.0,2.0,s11,s21,e11,e22,o12,4.71,3,-1.0143082955350091,1,tr
6872,0,6.0,3.0,1.5,s13,s22,e12,e22,o12,2.59,3,-1.1482601077642687,1,ts
6872,1,4.0,18.0,2.0,s13,s22,e12,e22,o12,2.59,3,-2.309243056591946,0,ts
6873,0,15.0,3.0,1.5,s12,s21,e11,e21,o14,8.24,1,-2.5375018306597004,0,tr
6873,1,12.0,14.0,2.75,s12,s21,e11,e21,o14,8.24,1,-1.5908561662099143,1,tr
6874,0,18.0,6.0,1.5,s12,s21,e11,e21,o12,9.84,3,-2.5290708564350335,0,ts
6874,1,15.0,13.0,2.75,s12,s21,e11,e21,o12,9.84,3,-1.9259903535924703,1,ts
6875,0,21.0,4.0,2.0,s12,s23,e11,e22,o13,8.52,1,-3.2603085358343304,0,tr
6875,1,15.0,14.0,2.75,s12,s23,e11,e22,o13,8.52,1,-2.188238180934078,1,tr
6876,0,27.0,4.0,1.5,s11,s23,e11,e21,o13,14.51,2,-3.70201346677063,1,tr
6876,1,23.0,15.0,3.5,s11,s23,e11,e21,o13,14.51,2,-4.653322599780543,0,tr
6877,0,5.0,5.0,1.5,s11,s21,e11,e22,o13,2.0,3,-1.3578661745170426,0,tr
6877,1,3.0,15.0,2.0,s11,s21,e11,e22,o13,2.0,3,-0.9860783521853237,1,tr
6878,0,4.0,5.0,1.5,s12,s21,e12,e23,o11,2.12,1,-1.4388216104193812,1,tr
6878,1,3.0,17.0,2.0,s12,s21,e12,e23,o11,2.12,1,-1.6856214749583187,0,tr
6879,0,8.0,4.0,1.5,s12,s22,e11,e21,o13,3.7,1,-1.917697311011274,0,tr
6879,1,6.0,15.0,2.0,s12,s22,e11,e21,o13,3.7,1,-1.3753025059139685,1,tr
6880,0,9.0,3.0,1.5,s13,s21,e12,e22,o14,3.87,3,-1.409421469435178,1,ts
6880,1,7.0,18.0,2.0,s13,s21,e12,e22,o14,3.87,3,-2.464436944031921,0,ts
6881,0,6.0,4.0,1.5,s12,s21,e11,e23,o11,2.39,1,-1.4089857223595215,0,ts
6881,1,3.0,15.0,2.0,s12,s21,e11,e23,o11,2.39,1,-0.5178068396916912,1,ts
6882,0,26.0,4.0,1.5,s12,s21,e11,e22,o13,12.99,1,-4.006754175453013,0,tr
6882,1,20.0,16.0,3.5,s12,s21,e11,e22,o13,12.99,1,-3.10992401673162,1,tr
6883,0,8.0,4.0,1.5,s12,s21,e12,e23,o12,4.28,1,-1.5156226909242951,1,tr
6883,1,6.0,21.0,2.0,s12,s21,e12,e23,o12,4.28,1,-2.889167388502771,0,tr
6884,0,15.0,5.0,1.5,s12,s23,e13,e21,o13,6.0,1,-2.8199216286854756,1,tr
6884,1,10.0,14.0,2.75,s12,s23,e13,e21,o13,6.0,1,-2.8853195335598634,0,tr
6885,0,12.0,5.0,2.0,s12,s21,e12,e22,o13,4.7,1,-2.3786298457415285,0,tr
6885,1,8.0,14.0,2.0,s12,s21,e12,e22,o13,4.7,1,-2.1187345807104743,1,tr
6886,0,7.0,4.0,1.5,s12,s23,e13,e22,o12,3.25,1,-1.4801591636743547,1,tr
6886,1,5.0,14.0,2.0,s12,s23,e13,e22,o12,3.25,1,-1.9423794363066726,0,tr
6887,0,31.0,5.0,1.5,s12,s21,e12,e22,o13,13.21,1,-4.711442535514253,0,tr
6887,1,20.0,13.0,3.5,s12,s21,e12,e22,o13,13.21,1,-3.647822143931845,1,tr
6888,0,20.0,5.0,1.5,s11,s23,e12,e22,o13,8.34,2,-3.4239378131726337,1,tr
6888,1,12.0,17.0,2.75,s11,s23,e12,e22,o13,8.34,2,-4.543665031466126,0,tr
6889,0,17.0,4.0,2.0,s12,s21,e11,e22,o13,8.59,1,-3.1384571064315923,0,tr
6889,1,11.0,22.0,2.75,s12,s21,e11,e22,o13,8.59,1,-2.73257042331355,1,tr
6890,0,12.0,6.0,1.5,s13,s21,e12,e22,o11,6.2,3,-2.433690709694796,0,tr
6890,1,9.0,14.0,2.75,s13,s21,e12,e22,o11,6.2,3,-2.0562460210443385,1,tr
6891,0,9.0,6.0,1.5,s12,s21,e12,e23,o13,7.45,1,-2.00374480807611,1,tr
6891,1,11.0,15.0,2.75,s12,s21,e12,e23,o13,7.45,1,-2.6894478507792843,0,tr
6892,0,9.0,6.0,1.5,s12,s23,e11,e21,o11,4.99,3,-1.828481219329804,0,tr
6892,1,8.0,16.0,2.0,s12,s23,e11,e21,o11,4.99,3,-1.7756638170983838,1,tr
6893,0,12.0,4.0,2.0,s12,s21,e13,e22,o13,5.68,1,-2.439438310540011,1,tr
6893,1,8.0,15.0,2.75,s12,s21,e13,e22,o13,5.68,1,-2.668108946711179,0,tr
6894,0,5.0,5.0,2.0,s12,s21,e11,e22,o14,2.81,1,-1.4181713445642372,0,tr
6894,1,5.0,14.0,2.0,s12,s21,e11,e22,o14,2.81,1,-0.5957190870985831,1,tr
6895,0,7.0,5.0,1.5,s12,s21,e11,e21,o12,4.79,1,-1.56163640605651,1,tr
6895,1,7.0,18.0,2.0,s12,s21,e11,e21,o12,4.79,1,-1.7724238624498785,0,tr
6896,0,17.0,5.0,1.5,s13,s21,e12,e22,o13,7.13,3,-2.6090311195673905,0,tr
6896,1,11.0,15.0,2.75,s13,s21,e12,e22,o13,7.13,3,-2.3878267968447418,1,tr
6897,0,11.0,6.0,1.5,s11,s21,e12,e23,o12,7.3,3,-2.007432876220897,1,tr
6897,1,10.0,16.0,2.75,s11,s21,e12,e23,o12,7.3,3,-2.275922993438793,0,tr
6898,0,10.0,6.0,1.5,s12,s21,e12,e21,o12,4.4,1,-2.40376175591519,0,tr
6898,1,6.0,12.0,2.0,s12,s21,e12,e21,o12,4.4,1,-1.471691598731289,1,tr
6899,0,6.0,4.0,1.5,s13,s21,e12,e22,o14,3.02,3,-1.2588094856872352,1,tr
6899,1,5.0,13.0,2.0,s13,s21,e12,e22,o14,3.02,3,-1.4012265633502115,0,tr
6900,0,8.0,3.0,1.5,s11,s21,e11,e23,o13,3.68,3,-1.2120754520159007,1,ts
6900,1,5.0,17.0,2.0,s11,s21,e11,e23,o13,3.68,3,-1.3472833360707301,0,ts
6901,0,3.0,5.0,1.5,s12,s21,e12,e23,o13,2.45,1,-1.0665939349298892,1,tr
6901,1,4.0,17.0,2.0,s12,s21,e12,e23,o13,2.45,1,-1.6386451973261709,0,tr
6902,0,10.0,6.0,1.5,s12,s21,e11,e22,o13,4.82,2,-2.5995267383877856,0,tr
6902,1,7.0,14.0,2.0,s12,s21,e11,e22,o13,4.82,2,-2.4150714631491716,1,tr
6903,0,8.0,5.0,1.5,s12,s21,e12,e22,o13,4.48,1,-2.022438188248774,0,tr
6903,1,6.0,12.0,2.0,s12,s21,e12,e22,o13,4.48,1,-1.7824233581343258,1,tr
6904,0,7.0,4.0,1.5,s11,s21,e12,e22,o13,3.6,1,-1.556439852351838,1,tr
6904,1,5.0,14.0,2.0,s11,s21,e12,e22,o13,3.6,1,-1.754105605319423,0,tr
6905,0,19.0,2.0,2.0,s12,s21,e12,e22,o12,8.4,1,-2.6386958669587584,1,tr
6905,1,13.0,15.0,2.75,s12,s21,e12,e22,o12,8.4,1,-2.8744528074818363,0,tr
6906,0,17.0,3.0,1.5,s11,s21,e11,e21,o13,12.51,3,-2.013697488641159,1,ts
6906,1,19.0,12.0,3.5,s11,s21,e11,e21,o13,12.51,3,-2.3700987603121435,0,ts
6907,0,10.0,6.0,2.0,s12,s21,e12,e22,o13,4.58,1,-2.277054448209154,0,tr
6907,1,7.0,14.0,2.0,s12,s21,e12,e22,o13,4.58,1,-1.5697819495636147,1,tr
6908,0,7.0,6.0,1.5,s11,s21,e12,e23,o14,3.61,3,-1.6695222497937785,1,tr
6908,1,6.0,14.0,2.0,s11,s21,e12,e23,o14,3.61,3,-1.69805353863577,0,tr
6909,0,10.0,5.0,1.5,s11,s21,e13,e22,o13,4.28,3,-2.11052166431152,1,tr
6909,1,6.0,15.0,2.0,s11,s21,e13,e22,o13,4.28,3,-2.30205838908256,0,tr
6910,0,6.0,5.0,1.5,s11,s21,e13,e21,o11,3.81,3,-1.550249297062131,1,tr
6910,1,5.0,16.0,2.0,s11,s21,e13,e21,o11,3.81,3,-2.461887177943719,0,tr
6911,0,9.0,7.0,2.0,s11,s21,e12,e21,o13,4.28,3,-1.977404873527527,0,ts
6911,1,8.0,13.0,2.0,s11,s21,e12,e21,o13,4.28,3,-1.9381644655704493,1,ts
6912,0,7.0,5.0,1.5,s12,s21,e12,e22,o13,6.51,2,-1.9319629517152006,1,tr
6912,1,10.0,11.0,2.75,s12,s21,e12,e22,o13,6.51,2,-2.999278650107776,0,tr
6913,0,12.0,7.0,2.0,s12,s21,e12,e22,o11,5.79,1,-2.5185538361520523,1,tr
6913,1,10.0,17.0,2.75,s12,s21,e12,e22,o11,5.79,1,-2.6839219165647132,0,tr
6914,0,6.0,5.0,1.5,s12,s21,e12,e22,o13,3.16,1,-1.557053421648031,1,ts
6914,1,5.0,18.0,2.0,s12,s21,e12,e22,o13,3.16,1,-2.3004715790132266,0,ts
6915,0,14.0,8.0,1.5,s11,s21,e13,e22,o12,7.35,3,-2.6681278592351205,1,tr
6915,1,11.0,18.0,2.75,s11,s21,e13,e22,o12,7.35,3,-3.192888146967184,0,tr
6916,0,10.0,5.0,2.0,s12,s21,e11,e21,o12,4.74,1,-1.9789875562141144,0,tr
6916,1,7.0,16.0,2.0,s12,s21,e11,e21,o12,4.74,1,-1.54908832639964,1,tr
6917,0,10.0,6.0,1.5,s13,s23,e12,e22,o13,4.8,3,-1.8314307129142808,0,tr
6917,1,7.0,11.0,2.0,s13,s23,e12,e22,o13,4.8,3,-1.5235937453038155,1,tr
6918,0,55.0,6.0,2.0,s11,s22,e11,e22,o12,22.42,2,-7.015942812392923,0,ts
6918,1,36.0,11.0,5.0,s11,s22,e11,e22,o12,22.42,2,-4.965025060787449,1,ts
6919,0,16.0,6.0,2.0,s11,s21,e12,e23,o13,6.66,3,-2.72768062895004,0,ts
6919,1,11.0,15.0,2.75,s11,s21,e12,e23,o13,6.66,3,-2.2399704087105503,1,ts
6920,0,19.0,5.0,1.5,s12,s21,e11,e22,o13,10.53,1,-3.3085576865575135,0,tr
6920,1,17.0,17.0,3.5,s12,s21,e11,e22,o13,10.53,1,-2.891526839757464,1,tr
6921,0,13.0,4.0,2.0,s11,s23,e11,e21,o13,7.26,1,-2.115429593814009,0,ts
6921,1,11.0,14.0,2.75,s11,s23,e11,e21,o13,7.26,1,-1.4394098444294847,1,ts
6922,0,7.0,5.0,1.5,s12,s23,e11,e22,o13,3.32,1,-1.6203904420649649,0,ts
6922,1,5.0,14.0,2.0,s12,s23,e11,e22,o13,3.32,1,-1.0437630346371767,1,ts
6923,0,7.0,4.0,1.5,s11,s23,e13,e21,o13,2.43,2,-1.869949121382032,1,ts
6923,1,3.0,13.0,2.0,s11,s23,e13,e21,o13,2.43,2,-3.1432713307875764,0,ts
6924,0,12.0,5.0,1.5,s11,s21,e11,e23,o12,5.82,3,-2.0498012849491527,0,tr
6924,1,9.0,15.0,2.75,s11,s21,e11,e23,o12,5.82,3,-1.2975099657693379,1,tr
6925,0,11.0,7.0,2.0,s12,s21,e11,e22,o14,4.95,1,-2.6030355121056563,0,tr
6925,1,7.0,15.0,2.0,s12,s21,e11,e22,o14,4.95,1,-1.5502988670108526,1,tr
6926,0,5.0,5.0,1.5,s11,s21,e13,e22,o12,2.71,3,-1.4555902732721953,1,tr
6926,1,4.0,15.0,2.0,s11,s21,e13,e22,o12,2.71,3,-2.1834899049578635,0,tr
6927,0,34.0,5.0,2.0,s11,s23,e13,e21,o13,17.52,2,-4.931370607991626,1,tr
6927,1,24.0,13.0,4.25,s11,s23,e13,e21,o13,17.52,2,-5.741188159462225,0,tr
6928,0,29.0,6.0,1.5,s11,s21,e12,e22,o14,15.29,1,-4.733927407170759,0,tr
6928,1,23.0,15.0,4.25,s11,s21,e12,e22,o14,15.29,1,-4.313889732006407,1,tr
6929,0,15.0,5.0,1.5,s11,s21,e11,e22,o12,6.27,3,-2.3078228093050597,0,tr
6929,1,10.0,18.0,2.75,s11,s21,e11,e22,o12,6.27,3,-1.9312980919069374,1,tr
6930,0,30.0,5.0,1.5,s12,s23,e11,e21,o11,18.48,1,-4.642555181518652,0,tr
6930,1,23.0,14.0,4.25,s12,s23,e11,e21,o11,18.48,1,-3.2549903597474135,1,tr
6931,0,5.0,4.0,1.5,s12,s21,e13,e22,o13,2.97,1,-1.5338434316388703,0,ts
6931,1,4.0,11.0,2.0,s12,s21,e13,e22,o13,2.97,1,-1.5044742167376557,1,ts
6932,0,7.0,4.0,1.5,s12,s21,e13,e21,o14,2.76,1,-1.6415838092064323,1,ts
6932,1,4.0,16.0,2.0,s12,s21,e13,e21,o14,2.76,1,-2.3027083969530793,0,ts
6933,0,35.0,5.0,1.5,s12,s21,e13,e22,o13,13.88,1,-5.502295760190845,0,tr
6933,1,21.0,16.0,3.5,s12,s21,e13,e22,o13,13.88,1,-4.2674910162087265,1,tr
6934,0,5.0,4.0,1.5,s12,s21,e12,e21,o14,2.47,1,-1.122576044707211,1,tr
6934,1,4.0,13.0,2.0,s12,s21,e12,e21,o14,2.47,1,-1.3614191947375849,0,tr
6935,0,6.0,5.0,1.5,s11,s23,e11,e21,o13,2.66,2,-2.1207008085741523,1,tr
6935,1,4.0,17.0,2.0,s11,s23,e11,e21,o13,2.66,2,-3.117496675656699,0,tr
6936,0,11.0,4.0,1.5,s13,s21,e13,e23,o13,7.83,3,-1.7036722986683446,1,ts
6936,1,11.0,12.0,2.75,s13,s21,e13,e23,o13,7.83,3,-2.2955131857003175,0,ts
6937,0,12.0,4.0,2.0,s12,s23,e11,e23,o11,5.78,1,-2.333303157732419,0,tr
6937,1,8.0,15.0,2.75,s12,s23,e11,e23,o11,5.78,1,-1.647965926649796,1,tr
6938,0,4.0,5.0,1.5,s12,s23,e11,e21,o13,4.56,1,-1.2714834887411814,0,tr
6938,1,6.0,12.0,2.0,s12,s23,e11,e21,o13,4.56,1,-0.7023298818919964,1,tr
6939,0,4.0,6.0,2.0,s11,s21,e12,e22,o11,2.72,3,-1.4297373612824897,1,tr
6939,1,4.0,13.0,2.0,s11,s21,e12,e22,o11,2.72,3,-1.4974578920297592,0,tr
6940,0,15.0,4.0,1.5,s11,s21,e11,e21,o11,7.07,3,-2.545843543025513,0,ts
6940,1,10.0,14.0,2.75,s11,s21,e11,e21,o11,7.07,3,-1.4420656107277365,1,ts
6941,0,9.0,6.0,1.5,s12,s21,e12,e22,o11,5.46,1,-1.8078104923453773,1,tr
6941,1,8.0,13.0,2.75,s12,s21,e12,e22,o11,5.46,1,-1.9809503144721972,0,tr
6942,0,7.0,6.0,1.5,s12,s21,e12,e23,o12,3.05,1,-1.8975339389058445,0,tr
6942,1,5.0,16.0,2.0,s12,s21,e12,e23,o12,3.05,1,-1.626547021693253,1,tr
6943,0,4.0,6.0,2.0,s11,s21,e12,e21,o13,2.27,3,-1.5787991775491725,1,tr
6943,1,3.0,17.0,2.0,s11,s21,e12,e21,o13,2.27,3,-1.795675773454776,0,tr
6944,0,7.0,7.0,1.5,s11,s21,e11,e22,o12,3.02,3,-1.7171626436572103,0,tr
6944,1,5.0,17.0,2.0,s11,s21,e11,e22,o12,3.02,3,-1.1882096662215604,1,tr
6945,0,5.0,4.0,1.5,s12,s21,e11,e22,o12,2.65,1,-1.430567670515492,0,tr
6945,1,4.0,16.0,2.0,s12,s21,e11,e22,o12,2.65,1,-1.0181243310626247,1,tr
6946,0,3.0,6.0,2.0,s12,s21,e12,e21,o13,2.14,1,-1.4595189222807596,1,tr
6946,1,3.0,15.0,2.0,s12,s21,e12,e21,o13,2.14,1,-1.5703732895112352,0,tr
6947,0,8.0,6.0,1.5,s12,s21,e11,e22,o12,3.3,1,-1.9973597187146015,0,tr
6947,1,5.0,14.0,2.0,s12,s21,e11,e22,o12,3.3,1,-0.9752828000795399,1,tr
6948,0,7.0,5.0,1.5,s12,s21,e11,e22,o11,2.85,1,-1.84489016793473,0,tr
6948,1,4.0,14.0,2.0,s12,s21,e11,e22,o11,2.85,1,-0.7468258297020547,1,tr
6949,0,20.0,4.0,1.5,s11,s21,e12,e22,o12,8.68,2,-3.203136759119916,1,tr
6949,1,13.0,14.0,2.75,s11,s21,e12,e22,o12,8.68,2,-4.098345380451449,0,tr
6950,0,22.0,5.0,1.5,s11,s21,e13,e22,o11,13.52,3,-3.229843187656711,1,tr
